code,cas,hanh_dong,ly_do,nguon,ngay
CH-06-795,108-67-8,bo,"Danh muc khai 108-67-8 (1,3,5-trimetyl benzen) nhung MSDS cua chinh san pham chi liet ke 95-63-6 (1,2,4-trimetyl benzen) - hai dong phan khac nhau. Sua theo MSDS.",MSDS 176 ma 2026/CH-06-795.pdf,2026-09-08
